,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,improve-effort-12,improve-effort-23,improve-effort-34,improve-effort-45,improve-effort-15,improve-effort-25,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14
121,tres-iqus,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0
122,jscontrerasp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,29.0,9.0,5.0,19.0,43.0,3.0,1.0,1.0,1.0,32.0,3.0,1.0,51.0,46.0,4.0,53.0,-4.0,-2.5,0.5,30.5,24.5,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0
123,lemartinp,3.0,100.0,54.17,87.5,329.17,87.5,87.5,80.0,58.33,75.0,300.83,62.5,20.0,54.17,0.0,136.67,62.5,40.0,29.17,0.0,131.67,25.0,0.0,33.33,0.0,58.33,40.0,-20.0,60.0,20.0,100.0,60.0,-4.159999999999997,25.0,4.159999999999997,-4.159999999999997,20.840000000000003,25.0,0.0,0.0,75.0,12.5,87.5,87.5,37.5,0.0,25.0,0.0,25.0,62.5,73.33999999999999,5.0,164.16,28.340000000000032,270.84000000000003,197.50000000000003,100.0,20.840000000000003,87.5,62.5,9.0,76.0,4.0,14.0,303.0,4.0,0.0,0.0,0.0,26.0,246.0,4.0,2.0,4.0,1.0,26.0,248.0,4.0,37.0,-29.0,0.0,-97.0,0.0,-137.5,-98.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,6.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,4.0
124,juligarji,3.0,100.0,75.0,92.5,355.0,87.5,100.0,100.0,70.83,87.5,358.33,87.5,20.0,33.33,62.5,203.33,87.5,40.0,45.83,68.75,242.08,50.0,20.0,29.17,62.5,161.67,20.0,-20.0,80.0,0.0,80.0,60.0,16.659999999999997,-12.5,37.5,4.170000000000002,45.83,29.17,6.25,-6.25,25.0,5.0,30.0,23.75,37.5,0.0,12.5,-12.5,0.0,37.5,80.41000000000003,-38.75,154.99999999999997,-3.329999999999984,193.33,112.91999999999999,80.0,45.83,30.0,37.5,18.0,129.0,1.0,56.0,295.0,4.0,133.0,253.0,3.0,29.0,37.0,1.0,44.0,44.0,1.0,162.0,290.0,4.0,224.0,-46.5,6.5,10.5,22.0,-91.5,17.0,4.0,5.0,6.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,4.0,2.0
125,nfmorenog,3.0,0.0,37.5,15.0,127.5,75.0,75.0,0.0,33.33,12.5,120.83,75.0,0.0,33.33,25.0,133.33,75.0,0.0,33.33,25.0,133.33,50.0,0.0,29.17,25.0,104.17,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,0.0,0.0,4.170000000000002,8.329999999999998,4.170000000000002,0.0,0.0,-12.5,2.5,-10.0,-10.0,25.0,0.0,0.0,0.0,0.0,25.0,29.16000000000001,0.0,-12.500000000000014,6.670000000000002,23.33,-5.8300000000000125,0.0,8.329999999999998,-10.0,25.0,5.0,16.0,2.0,5.0,17.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,2.0,11.0,-3.0,2.5,1.0,0.0,-3.5,2.0,4.0,3.0,2.0,0.0,4.0,3.0,6.0,3.0,4.0,5.0,0.0,4.0,0.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,5.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,6.0,2.0
126,AFelipeGA,3.0,40.0,37.5,56.25,221.25,87.5,75.0,40.0,37.5,0.0,152.5,75.0,40.0,37.5,0.0,152.5,75.0,40.0,37.5,0.0,152.5,12.5,0.0,25.0,0.0,37.5,40.0,0.0,0.0,0.0,40.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,56.25,56.25,56.25,62.5,0.0,0.0,12.5,12.5,75.0,115.0,0.0,0.0,68.75,183.75,68.75,40.0,12.5,56.25,75.0,0.0,0.0,0.0,25.0,203.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.5,0.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,6.0,2.0,10.0,0.0,0.0,3.0
127,mballeng91,3.0,0.0,25.0,25.0,112.5,62.5,62.5,0.0,25.0,25.0,112.5,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,12.5,0.0,12.5,62.5,100.0,0.0,12.5,0.0,112.5,12.5,0.0,25.0,25.0,62.5,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,2.5,0.0,2.5,2.5,3.0,6.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,2.0,6.0,4.0,4.0,6.0,5.0,2.0,4.0,0.0,10.0,5.0
128,dduartec,3.0,80.0,83.33,95.0,345.83,87.5,87.5,0.0,0.0,0.0,87.5,87.5,80.0,62.5,75.0,305.0,87.5,100.0,70.83,75.0,333.33,0.0,0.0,41.67,0.0,41.67,100.0,-20.0,-80.0,80.0,80.0,-20.0,29.159999999999997,-8.329999999999998,-62.5,83.33,41.66,12.5,75.0,0.0,-75.0,95.0,95.0,20.0,87.5,0.0,0.0,0.0,0.0,87.5,291.65999999999997,-28.329999999999984,-217.5,258.33,304.15999999999997,12.5,80.0,41.66,95.0,87.5,23.0,21.0,2.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,23.0,2.0,30.0,12.5,3.5,0.0,0.0,3.5,9.5,2.0,3.0,3.0,2.0,3.0,4.0,6.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,10.0,4.0
129,srmedinac,3.0,20.0,33.33,0.0,128.33,75.0,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,25.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,20.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,12.5,12.5,50.0,90.83,0.0,0.0,12.500000000000014,103.33000000000001,12.500000000000014,20.0,33.33,0.0,50.0,48.0,228.0,6.0,48.0,228.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,51.0,-66.0,1.0,0.5,0.0,-66.0,1.5,3.0,3.0,6.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,5.0,2.0
130,wilson911013,3.0,0.0,25.0,0.0,75.0,50.0,37.5,20.0,25.0,0.0,82.5,37.5,20.0,33.33,0.0,90.83,37.5,20.0,33.33,0.0,90.83,12.5,20.0,45.83,0.0,78.33,0.0,0.0,0.0,-20.0,-20.0,-20.0,-12.5,0.0,-8.329999999999998,0.0,-20.83,-8.329999999999998,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,12.5,37.5,12.5,0.0,-8.329999999999998,-7.5,-3.3299999999999983,-15.829999999999998,-20.0,-20.83,0.0,37.5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0
131,wapiravaguens,3.0,80.0,75.0,72.5,327.5,100.0,62.5,80.0,75.0,0.0,217.5,62.5,80.0,50.0,0.0,192.5,62.5,80.0,50.0,0.0,192.5,62.5,60.0,54.17,62.5,239.17,20.0,0.0,0.0,0.0,20.0,0.0,-4.170000000000002,0.0,25.0,0.0,20.83,25.0,-62.5,0.0,0.0,72.5,10.0,72.5,0.0,0.0,0.0,37.5,37.5,37.5,-46.66999999999999,0.0,25.0,110.0,88.33000000000001,135.0,20.0,20.83,10.0,37.5,26.0,58.0,2.0,33.0,77.0,2.0,13.0,18.0,2.0,12.0,16.0,2.0,1.0,4.0,2.0,21.0,33.0,2.0,52.0,-3.0,4.0,4.0,-1.0,-5.5,4.5,3.0,3.0,3.0,3.0,4.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,5.0,3.0
132,davidh17,3.0,20.0,45.83,56.25,209.58,87.5,75.0,0.0,0.0,0.0,75.0,62.5,100.0,58.33,0.0,220.83,62.5,100.0,58.33,25.0,245.83,37.5,60.0,58.33,0.0,155.83,40.0,0.0,-100.0,20.0,-40.0,-80.0,0.0,0.0,-58.33,45.83,-12.5,-12.5,25.0,-25.0,0.0,56.25,56.25,31.25,25.0,0.0,12.5,12.5,25.0,50.0,90.0,-25.0,-145.83,134.58,53.75,-36.25,-40.0,-12.5,56.25,50.0,3.0,3.0,2.0,91.0,296.0,6.0,51.0,136.0,4.0,448.0,642.0,4.0,96.0,124.0,5.0,55.0,54.0,3.0,598.0,1.5,-17.0,127.0,34.0,-57.0,28.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0,2.0
133,DianaNavarrete,3.0,20.0,62.5,25.0,145.0,37.5,37.5,20.0,58.33,0.0,115.83,37.5,60.0,50.0,0.0,147.5,50.0,20.0,58.33,0.0,128.33,37.5,0.0,62.5,0.0,100.0,20.0,40.0,-40.0,0.0,20.0,0.0,-4.170000000000002,-8.329999999999998,8.329999999999998,4.170000000000002,0.0,4.170000000000002,0.0,0.0,0.0,25.0,25.0,25.0,12.5,-12.5,0.0,0.0,-12.5,0.0,28.330000000000013,19.169999999999987,-31.67,29.17,45.0,16.669999999999987,20.0,0.0,25.0,0.0,0.0,0.0,0.0,54.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,30.0,5.0
134,jdmonroyg,3.0,0.0,25.0,25.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,12.5,-12.5,0.0,25.0,12.5,25.0,12.5,-12.5,0.0,75.0,75.0,62.5,0.0,25.0,25.0,25.0,0.0,0.0,0.0,7.0,96.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0
135,jorge52an,3.0,100.0,50.0,60.0,310.0,100.0,75.0,60.0,33.33,75.0,243.33,75.0,0.0,25.0,62.5,162.5,75.0,0.0,25.0,87.5,187.5,50.0,20.0,29.17,0.0,99.17,-20.0,0.0,60.0,40.0,80.0,100.0,-4.170000000000002,0.0,8.329999999999998,16.67,20.83,25.0,87.5,-25.0,12.5,-15.0,60.0,-27.5,25.0,0.0,0.0,25.0,25.0,50.0,88.33,-25.0,80.83000000000001,66.66999999999999,210.82999999999998,122.5,80.0,20.83,60.0,50.0,5.0,23.0,1.0,13.0,101.0,1.0,8.0,11.0,1.0,4.0,0.0,1.0,17.0,80.0,1.0,18.0,88.0,1.0,34.0,-6.5,2.5,4.0,-23.0,-37.5,-26.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,4.0
136,jscastelblancoh,3.0,100.0,83.33,100.0,358.33,75.0,75.0,100.0,66.67,75.0,316.67,75.0,60.0,33.33,62.5,230.83,75.0,60.0,41.67,87.5,264.17,50.0,60.0,29.17,62.5,201.67,0.0,0.0,40.0,0.0,40.0,40.0,12.5,-8.340000000000003,33.34,16.659999999999997,54.16,41.66,25.0,-25.0,12.5,25.0,37.5,12.5,25.0,0.0,0.0,0.0,0.0,25.0,62.50000000000003,-33.34,85.84,41.65999999999997,156.66,94.15999999999997,40.0,54.16,37.5,25.0,12.0,28.0,3.0,43.0,240.0,3.0,40.0,107.0,1.0,39.0,118.0,2.0,15.0,50.0,2.0,57.0,238.0,2.0,106.0,-2.0,-13.5,-20.0,-10.0,-77.0,-62.0,0.0,6.0,6.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,15.0,7.0
137,juclopezso,3.0,60.0,50.0,81.25,278.75,87.5,62.5,60.0,29.17,0.0,151.67,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,25.0,20.0,25.0,0.0,70.0,0.0,0.0,40.0,0.0,40.0,40.0,4.170000000000002,0.0,0.0,20.83,25.0,20.83,0.0,0.0,0.0,81.25,81.25,81.25,37.5,0.0,0.0,25.0,25.0,62.5,41.67,0.0,39.999999999999986,127.08000000000001,208.75,167.07999999999998,40.0,25.0,81.25,62.5,300.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,175.0,1.0,125.0,0.0,1.0,25.0,300.0,1.0,450.0,287.5,0.0,-62.5,125.0,0.0,-125.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0
138,afforeroc,3.0,20.0,29.17,50.0,161.67,62.5,50.0,20.0,29.17,0.0,99.17,50.0,20.0,33.33,0.0,103.33,50.0,20.0,33.33,0.0,103.33,12.5,20.0,33.33,0.0,65.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.159999999999997,0.0,-4.159999999999997,-4.159999999999997,0.0,0.0,0.0,50.0,50.0,50.0,37.5,0.0,0.0,12.5,12.5,50.0,37.5,0.0,-4.159999999999997,62.499999999999986,95.83999999999999,58.33999999999999,0.0,-4.159999999999997,50.0,50.0,10.0,132.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,111.0,3.0,10.0,-56.0,0.0,0.0,0.0,0.0,-41.5,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,10.0,10.0
139,dagofonseca,3.0,40.0,37.5,66.67,231.67,87.5,87.5,40.0,37.5,100.0,265.0,50.0,40.0,37.5,100.0,227.5,50.0,40.0,25.0,75.0,190.0,12.5,20.0,25.0,0.0,57.5,20.0,0.0,0.0,0.0,20.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,75.0,25.0,0.0,-33.33,66.67,-8.329999999999998,37.5,0.0,37.5,0.0,37.5,75.0,132.5,37.5,37.5,-33.33000000000001,174.17,41.66999999999999,20.0,12.5,66.67,75.0,0.0,0.0,0.0,31.0,141.0,12.0,31.0,70.0,9.0,1.0,11.0,4.0,20.0,90.0,6.0,11.0,16.0,1.0,52.0,0.0,-4.0,-4.5,-25.0,-39.5,3.0,1.0,2.0,1.0,0.0,4.0,1.0,6.0,5.0,0.0,3.0,0.0,1.0,6.0,2.0,6.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
140,lacardenasv,3.0,100.0,75.0,75.0,350.0,100.0,87.5,60.0,37.5,75.0,260.0,87.5,60.0,54.17,75.0,264.17,62.5,60.0,54.17,87.5,264.17,62.5,20.0,29.17,75.0,186.67,40.0,0.0,0.0,40.0,80.0,40.0,25.0,0.0,-16.67,37.5,45.83,20.83,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,25.0,0.0,12.5,37.5,37.5,77.50000000000003,0.0,-4.170000000000016,90.0,163.33,85.82999999999998,80.0,45.83,0.0,37.5,21.0,13.0,2.0,41.0,111.0,6.0,2.0,51.0,3.0,61.0,294.0,5.0,38.0,54.0,2.0,30.0,108.0,5.0,122.0,14.5,-23.5,-86.0,11.0,-14.5,-24.0,1.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,3.0,6.0,3.0,3.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,8.0,3.0,20.0,5.0
141,oacastillol,3.0,60.0,62.5,37.5,235.0,75.0,62.5,0.0,33.33,25.0,120.83,62.5,0.0,33.33,25.0,120.83,62.5,0.0,29.17,25.0,116.67,0.0,0.0,29.17,62.5,91.67,0.0,0.0,0.0,60.0,60.0,60.0,0.0,4.159999999999997,0.0,29.17,33.33,33.33,-37.5,0.0,0.0,12.5,-25.0,12.5,62.5,0.0,0.0,12.5,12.5,75.0,25.0,4.159999999999997,0.0,114.17,143.32999999999998,118.33,60.0,33.33,-25.0,75.0,14.0,48.0,3.0,14.0,124.0,4.0,1.0,12.0,2.0,6.0,67.0,2.0,2.0,6.0,1.0,3.0,79.0,3.0,23.0,-10.0,-5.0,-27.5,-1.0,-48.0,-36.5,4.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,6.0,1.0,0.0,5.0,1.0,5.0
142,ncampuzano,3.0,20.0,45.83,50.0,203.33,87.5,62.5,20.0,37.5,25.0,145.0,62.5,0.0,29.17,25.0,116.67,50.0,20.0,29.17,25.0,124.17,0.0,0.0,29.17,62.5,91.67,20.0,-20.0,20.0,0.0,20.0,0.0,0.0,0.0,8.329999999999998,8.329999999999998,16.659999999999997,16.659999999999997,-37.5,0.0,0.0,25.0,-12.5,25.0,50.0,12.5,0.0,25.0,37.5,87.5,32.5,-7.5,28.33,58.33000000000001,111.66000000000001,79.16000000000001,20.0,16.659999999999997,-12.5,87.5,40.0,198.0,9.0,43.0,273.0,10.0,188.0,21.0,14.0,0.0,0.0,0.0,4.0,243.0,2.0,191.0,263.0,15.0,232.0,-59.0,177.5,0.0,-117.5,-93.5,59.5,0.0,6.0,3.0,0.0,1.0,5.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,4.0
143,adriel62,3.0,80.0,66.67,67.5,301.67,87.5,87.5,40.0,33.33,50.0,210.83,75.0,20.0,33.33,62.5,190.83,87.5,20.0,33.33,62.5,203.33,25.0,20.0,33.33,25.0,103.33,0.0,0.0,20.0,40.0,60.0,60.0,0.0,0.0,0.0,33.34,33.34,33.34,37.5,0.0,-12.5,17.5,42.5,5.0,62.5,-12.5,12.5,0.0,0.0,62.5,100.00000000000001,-12.5,20.0,90.84,198.34000000000003,98.34,60.0,33.34,42.5,62.5,0.0,0.0,2.0,78.0,117.0,2.0,21.0,88.0,3.0,112.0,75.0,3.0,133.0,85.0,4.0,67.0,41.0,3.0,266.0,0.0,-23.0,74.5,90.5,19.5,46.5,4.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,2.0,2.0,2.0,7.0,3.0
144,capinzor,3.0,20.0,25.0,58.33,203.33,100.0,87.5,20.0,25.0,62.5,195.0,100.0,20.0,25.0,62.5,207.5,75.0,20.0,25.0,0.0,120.0,25.0,20.0,25.0,37.5,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,62.5,0.0,-4.170000000000002,20.83,58.33,50.0,25.0,-12.5,12.5,25.0,75.0,12.5,87.5,-12.5,8.330000000000013,95.83000000000001,83.33000000000001,0.0,0.0,20.83,75.0,88.0,172.0,2.0,7.0,59.0,4.0,135.0,149.0,1.0,83.0,54.0,1.0,7.0,59.0,4.0,16.0,15.0,2.0,313.0,2.0,60.5,56.0,-22.5,-22.5,8.5,4.0,6.0,6.0,3.0,5.0,6.0,6.0,4.0,3.0,6.0,0.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0
